Site,Date,Observer,Transect,Heading,Quad,Taxa,Size.mm 
Stillwater,8/25/16,SCL,1,190,1,Strongylocentrotus purpuratus,11
Stillwater,8/25/16,SCL,1,190,1,Strongylocentrotus purpuratus,5
Stillwater,8/25/16,SCL,1,190,1,Pomaulax.gibberosa ,10
Stillwater,8/25/16,SCL,1,190,1,Pomaulax.gibberosa ,18
Stillwater,8/25/16,SCL,1,190,1,Tegula sp.,14
Stillwater,8/25/16,SCL,1,190,2,Strongylocentrotus purpuratus,12
Stillwater,8/25/16,SCL,1,190,2,Calliostoma.annulatum,13
Stillwater,8/25/16,SCL,1,190,2,Tegula,19
Stillwater,8/25/16,SCL,1,190,3,Strongylocentrotus purpuratus,12
Stillwater,8/25/16,SCL,1,190,3,Calliostoma.annulatum,1.9
Stillwater,8/25/16,SCL,1,190,4,Strongylocentrotus purpuratus,38
Stillwater,8/25/16,SCL,1,190,4,Pomaulax.gibberosa ,31
Stillwater,8/25/16,SCL,1,190,4,Tonicella leneata,33
Stillwater,8/25/16,SCL,1,190,4,Strongylocentrotus franciscanus,35
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,42
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,44
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,37
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,27
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,18
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,48
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,47
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,52
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,61
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,39
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus purpuratus,21
Stillwater,8/25/16,SCL,1,190,5,Calliostoma.annulatum,17
Stillwater,8/25/16,SCL,1,190,5,Tegula sp.,15
Stillwater,8/25/16,SCL,1,190,5,Strongylocentrotus franciscanus,65
Stillwater,8/25/16,SCL,1,190,6,Strongylocentrotus purpuratus,61
Stillwater,8/25/16,SCL,1,190,6,Strongylocentrotus purpuratus,21
Stillwater,8/25/16,SCL,1,190,6,Strongylocentrotus purpuratus,24
Stillwater,8/25/16,SCL,1,190,6,Strongylocentrotus purpuratus,29
Stillwater,8/25/16,SCL,1,190,7,Strongylocentrotus purpuratus,19
Stillwater,8/25/16,SCL,1,190,7,Pomaulax.gibberosa ,21
Stillwater,8/25/16,SCL,1,190,7,Tegula sp.,17
Stillwater,8/25/16,SCL,1,190,8,Strongylocentrotus purpuratus,27
Stillwater,8/25/16,SCL,1,190,8,Tegula sp.,19
Stillwater,8/25/16,SCL,1,190,8,Tonicella leneata,24
Stillwater,8/25/16,SCL,1,190,8,Strongylocentrotus franciscanus,21
Stillwater,8/25/16,SCL,1,190,9,Calliostoma.ligatum,17
Stillwater,8/25/16,SCL,1,190,9,Strongylocentrotus purpuratus,42
Stillwater,8/25/16,SCL,1,190,9,Strongylocentrotus purpuratus,41
Stillwater,8/25/16,SCL,1,190,9,Strongylocentrotus purpuratus,39
Stillwater,8/25/16,SCL,1,190,9,Pomaulax.gibberosa ,13
Stillwater,8/25/16,SCL,1,190,9,Calliostoma.annulatum,13
Stillwater,8/25/16,SCL,1,190,9,Calliostoma.annulatum,15
Stillwater,8/25/16,SCL,1,190,9,Tegula sp.,18
Stillwater,8/25/16,SCL,1,190,9,Acmaea.mitra,11
Stillwater,8/25/16,SCL,1,190,9,Acmaea.mitra,12
Stillwater,8/25/16,SCL,1,190,9,Acmaea.mitra,23
Stillwater,8/25/16,SCL,1,190,9,Acmaea.mitra,11
Stillwater,8/25/16,SCL,1,190,9,Acmaea.mitra,8
Stillwater,8/25/16,SCL,1,190,9,Tonicella leneata,14
Stillwater,8/25/16,SCL,1,190,10,Tegula sp.,17
Stillwater,8/25/16,SCL,1,190,10,Tegula sp.,14
Stillwater,8/25/16,SCL,1,190,10,Tegula sp.,19
Stillwater,8/25/16,SCL,1,190,10,Calliostoma.ligatum,15
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,16
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,4
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,44
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,14
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,14
Stillwater,8/25/16,SCL,1,190,10,Strongylocentrotus purpuratus,15
Stillwater,8/25/16,SCL,1,190,10,Acmaea.mitra,14
Stillwater,8/25/16,SCL,1,190,10,Pomaulax.gibberosa ,8
Stillwater,8/25/16,SCL,1,190,10,Pomaulax.gibberosa ,18
Stillwater,8/25/16,SCL,1,190,11,Tegula sp.,17
Stillwater,8/25/16,SCL,1,190,11,Strongylocentrotus purpuratus,33
Stillwater,8/25/16,SCL,1,190,11,Strongylocentrotus purpuratus,40
Stillwater,8/25/16,SCL,1,190,11,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,24
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,22
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,16
Stillwater,8/25/16,SCL,1,190,11,Tonicella lokii,24
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,19
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,25
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,17
Stillwater,8/25/16,SCL,1,190,11,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,1,190,11,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,1,190,11,Strongylocentrotus purpuratus,5
Stillwater,8/25/16,SCL,1,190,11,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,19
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,25
Stillwater,8/25/16,SCL,1,190,11,Acmaea.mitra,17
Stillwater,8/25/16,SCL,1,190,12,Calliostoma.ligatum,26
Stillwater,8/25/16,SCL,1,190,12,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,1,190,12,Strongylocentrotus purpuratus,49
Stillwater,8/25/16,SCL,1,190,12,Strongylocentrotus purpuratus,43
Stillwater,8/25/16,SCL,1,190,13,Strongylocentrotus purpuratus,12
Stillwater,8/25/16,SCL,1,190,13,Strongylocentrotus purpuratus,21
Stillwater,8/25/16,SCL,1,190,13,Strongylocentrotus purpuratus,22
Stillwater,8/25/16,SCL,1,190,13,Calliostoma.annulatum,19
Stillwater,8/25/16,SCL,1,190,13,Acmaea.mitra,20
Stillwater,8/25/16,SCL,1,190,14,Tegula sp.,19
Stillwater,8/25/16,SCL,1,190,14,Strongylocentrotus purpuratus,15
Stillwater,8/25/16,SCL,1,190,14,Pomaulax.gibberosa ,8
Stillwater,8/25/16,SCL,1,190,14,Pomaulax.gibberosa ,28
Stillwater,8/25/16,SCL,1,190,14,Pomaulax.gibberosa ,13
Stillwater,8/25/16,SCL,1,190,15,Tegula sp.,20
Stillwater,8/25/16,SCL,1,190,15,Acmaea.mitra,8
Stillwater,8/25/16,SCL,1,190,15,Acmaea.mitra,12
Stillwater,8/25/16,SCL,1,190,15,Tonicella lokii,14
Stillwater,8/25/16,SCL,2,15,1,Acmaea.mitra,18
Stillwater,8/25/16,SCL,2,15,1,Acmaea.mitra,9
Stillwater,8/25/16,SCL,2,15,1,Calliostoma.ligatum,8
Stillwater,8/25/16,SCL,2,15,2,Acmaea.mitra,19
Stillwater,8/25/16,SCL,2,15,2,Acmaea.mitra,4
Stillwater,8/25/16,SCL,2,15,2,Tegula sp.,15
Stillwater,8/25/16,SCL,2,15,2,Tegula sp.,14
Stillwater,8/25/16,SCL,2,15,2,Tegula sp.,14
Stillwater,8/25/16,SCL,2,15,2,Strongylocentrotus purpuratus,10
Stillwater,8/25/16,SCL,2,15,2,Calliostoma.ligatum,9
Stillwater,8/25/16,SCL,2,15,2,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,3,Calliostoma.ligatum,9
Stillwater,8/25/16,SCL,2,15,3,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,3,Tonicella leneata,24
Stillwater,8/25/16,SCL,2,15,3,Strongylocentrotus franciscanus,31
Stillwater,8/25/16,SCL,2,15,4,Acmaea.mitra,28
Stillwater,8/25/16,SCL,2,15,4,Calliostoma.annulatum,15
Stillwater,8/25/16,SCL,2,15,4,Tegula sp.,9
Stillwater,8/25/16,SCL,2,15,4,Tegula sp.,19
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus purpuratus,42
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus purpuratus,48
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus purpuratus,46
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus purpuratus,38
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus franciscanus,61
Stillwater,8/25/16,SCL,2,15,4,Strongylocentrotus franciscanus,51
Stillwater,8/25/16,SCL,2,15,5,Calliostoma.ligatum,12
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,37
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,48
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,51
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,42
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,50
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,48
Stillwater,8/25/16,SCL,2,15,5,Strongylocentrotus purpuratus,47
Stillwater,8/25/16,SCL,2,15,6,Acmaea.mitra,21
Stillwater,8/25/16,SCL,2,15,6,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,2,15,6,Calliostoma.ligatum,17
Stillwater,8/25/16,SCL,2,15,6,Tegula sp.,19
Stillwater,8/25/16,SCL,2,15,7,Calliostoma.ligatum,19
Stillwater,8/25/16,SCL,2,15,7,Tegula sp.,20
Stillwater,8/25/16,SCL,2,15,7,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,7,Strongylocentrotus purpuratus,46
Stillwater,8/25/16,SCL,2,15,7,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,2,15,8,Acmaea.mitra,9
Stillwater,8/25/16,SCL,2,15,8,Acmaea.mitra,10
Stillwater,8/25/16,SCL,2,15,8,Strongylocentrotus purpuratus,7
Stillwater,8/25/16,SCL,2,15,8,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,2,15,8,Strongylocentrotus purpuratus,25
Stillwater,8/25/16,SCL,2,15,8,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,8,Tonicella leneata,8
Stillwater,8/25/16,SCL,2,15,9,Acmaea.mitra,18
Stillwater,8/25/16,SCL,2,15,9,Acmaea.mitra,9
Stillwater,8/25/16,SCL,2,15,9,Calliostoma.annulatum,8
Stillwater,8/25/16,SCL,2,15,10,Acmaea.mitra,21
Stillwater,8/25/16,SCL,2,15,10,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,2,15,10,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,2,15,10,Tegula sp.,19
Stillwater,8/25/16,SCL,2,15,11,Acmaea.mitra,8
Stillwater,8/25/16,SCL,2,15,11,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,2,15,11,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,11,Strongylocentrotus purpuratus,20
Stillwater,8/25/16,SCL,2,15,12,Acmaea.mitra,9
Stillwater,8/25/16,SCL,2,15,12,Acmaea.mitra,8
Stillwater,8/25/16,SCL,2,15,12,Strongylocentrotus purpuratus,7
Stillwater,8/25/16,SCL,2,15,12,Strongylocentrotus purpuratus,37
Stillwater,8/25/16,SCL,2,15,12,Strongylocentrotus purpuratus,26
Stillwater,8/25/16,SCL,2,15,12,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,12,Tegula sp.,17
Stillwater,8/25/16,SCL,2,15,13,Calliostoma.ligatum,19
Stillwater,8/25/16,SCL,2,15,13,Tegula sp.,20
Stillwater,8/25/16,SCL,2,15,13,Strongylocentrotus purpuratus,45
Stillwater,8/25/16,SCL,2,15,13,Strongylocentrotus purpuratus,26
Stillwater,8/25/16,SCL,2,15,13,Strongylocentrotus purpuratus,34
Stillwater,8/25/16,SCL,2,15,13,Strongylocentrotus franciscanus,45
Stillwater,8/25/16,SCL,2,15,13,Acmaea.mitra,16
Stillwater,8/25/16,SCL,2,15,14,Acmaea.mitra,15
Stillwater,8/25/16,SCL,2,15,14,Calliostoma.annulatum,16
Stillwater,8/25/16,SCL,2,15,14,Calliostoma.ligatum,17
Stillwater,8/25/16,SCL,2,15,14,Tegula,19
Stillwater,8/25/16,SCL,2,15,14,Strongylocentrotus franciscanus,34
Stillwater,8/25/16,SCL,2,15,14,Strongylocentrotus franciscanus,25
Stillwater,8/25/16,SCL,2,15,14,Strongylocentrotus franciscanus,16
Stillwater,8/25/16,SCL,2,15,14,Strongylocentrotus franciscanus,10
Stillwater,8/25/16,SCL,2,15,15,Acmaea.mitra,19
Stillwater,8/25/16,SCL,2,15,15,Acmaea.mitra,4
Stillwater,8/25/16,SCL,2,15,15,Tegula sp.,15
Stillwater,8/25/16,SCL,2,15,15,Tegula sp.,14
Stillwater,8/25/16,SCL,2,15,15,Pomaulax.gibberosa ,19
Stillwater,8/25/16,SCL,2,15,15,Strongylocentrotus purpuratus,10
Stillwater,8/25/16,SCL,2,15,15,Calliostoma.annulatum,36
Stillwater,8/25/16,SCL,2,15,15,Calliostoma.ligatum,9
Stillwater,8/25/16,SCL,2,15,15,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,1,170,1,allgrazers,0
Carpinteria,8/15/16,SCL,1,170,2,Strongylocentrotus purpuratus,27
Carpinteria,8/15/16,SCL,1,170,2,Strongylocentrotus purpuratus,47
Carpinteria,8/15/16,SCL,1,170,2,Strongylocentrotus franciscanus,5.5
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,43
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,38
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,51
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,48
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,29
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,57
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,60
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,51
Carpinteria,8/15/16,SCL,1,170,3,Strongylocentrotus purpuratus,63
Carpinteria,8/15/16,SCL,1,170,4,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,1,170,4,Strongylocentrotus purpuratus,42
Carpinteria,8/15/16,SCL,1,170,5,Megastrea.undosa,28
Carpinteria,8/15/16,SCL,1,170,5,Strongylocentrotus purpuratus,41
Carpinteria,8/15/16,SCL,1,170,6,allgrazers,0
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,53
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,24
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,51
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,61
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,28
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,34
Carpinteria,8/15/16,SCL,1,170,7,Strongylocentrotus purpuratus,37
Carpinteria,8/15/16,SCL,1,170,7,allgrazers,0
Carpinteria,8/15/16,SCL,1,170,8,Tegula sp. 2,13
Carpinteria,8/15/16,SCL,1,170,8,Strongylocentrotus purpuratus,59
Carpinteria,8/15/16,SCL,1,170,8,Strongylocentrotus purpuratus,34
Carpinteria,8/15/16,SCL,1,170,8,Strongylocentrotus purpuratus,29
Carpinteria,8/15/16,SCL,1,170,9,Strongylocentrotus purpuratus,67
Carpinteria,8/15/16,SCL,1,170,9,Strongylocentrotus purpuratus,59
Carpinteria,8/15/16,SCL,1,170,9,Strongylocentrotus purpuratus,58
Carpinteria,8/15/16,SCL,1,170,9,Strongylocentrotus purpuratus,41
Carpinteria,8/15/16,SCL,1,170,9,Strongylocentrotus purpuratus,56
Carpinteria,8/15/16,SCL,1,170,10,allgrazers,0
Carpinteria,8/15/16,SCL,1,170,11,Megastrea.undosa,40
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,48
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,39
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,38
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,37
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,35
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,21
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,56
Carpinteria,8/15/16,SCL,1,170,11,Strongylocentrotus purpuratus,61
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,21
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,32
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,58
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,54
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,38
Carpinteria,8/15/16,SCL,1,170,12,Strongylocentrotus purpuratus,27
Carpinteria,8/15/16,SCL,1,170,13,Strongylocentrotus purpuratus,39
Carpinteria,8/15/16,SCL,1,170,13,Strongylocentrotus purpuratus,25
Carpinteria,8/15/16,SCL,1,170,13,Strongylocentrotus purpuratus,24
Carpinteria,8/15/16,SCL,1,170,13,Strongylocentrotus purpuratus,41
Carpinteria,8/15/16,SCL,1,170,13,Megastrea.undosa,28
Carpinteria,8/15/16,SCL,1,170,14,Megastrea.undosa,31
Carpinteria,8/15/16,SCL,1,170,14,Megastrea.undosa,31
Carpinteria,8/15/16,SCL,1,170,14,Strongylocentrotus purpuratus,28
Carpinteria,8/15/16,SCL,1,170,14,Strongylocentrotus purpuratus,29
Carpinteria,8/15/16,SCL,1,170,15,allgrazers,0
Carpinteria,8/15/16,SCL,2,95,1,Strongylocentrotus purpuratus,67
Carpinteria,8/15/16,SCL,2,95,1,Strongylocentrotus purpuratus,39
Carpinteria,8/15/16,SCL,2,95,1,Strongylocentrotus purpuratus,58
Carpinteria,8/15/16,SCL,2,95,1,Strongylocentrotus purpuratus,41
Carpinteria,8/15/16,SCL,2,95,1,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,2,95,2,allgrazers,0
Carpinteria,8/15/16,SCL,2,95,3,allgrazers,0
Carpinteria,8/15/16,SCL,2,95,4,Strongylocentrotus franciscanus,67
Carpinteria,8/15/16,SCL,2,95,4,Strongylocentrotus franciscanus,62
Carpinteria,8/15/16,SCL,2,95,4,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,2,95,4,Strongylocentrotus purpuratus,56
Carpinteria,8/15/16,SCL,2,95,4,Strongylocentrotus purpuratus,46
Carpinteria,8/15/16,SCL,2,95,5,Tegula sp. 2,13
Carpinteria,8/15/16,SCL,2,95,5,Strongylocentrotus purpuratus,59
Carpinteria,8/15/16,SCL,2,95,5,Strongylocentrotus purpuratus,34
Carpinteria,8/15/16,SCL,2,95,5,Strongylocentrotus purpuratus,29
Carpinteria,8/15/16,SCL,2,95,5,Megastrea.undosa,45
Carpinteria,8/15/16,SCL,2,95,6,allgrazers,0
Carpinteria,8/15/16,SCL,2,95,7,Tegula sp. 2,16
Carpinteria,8/15/16,SCL,2,95,7,Tegula sp. 2,15
Carpinteria,8/15/16,SCL,2,95,7,Strongylocentrotus purpuratus,46
Carpinteria,8/15/16,SCL,2,95,7,Strongylocentrotus purpuratus,47
Carpinteria,8/15/16,SCL,2,95,7,Strongylocentrotus purpuratus,56
Carpinteria,8/15/16,SCL,2,95,8,Strongylocentrotus purpuratus,67
Carpinteria,8/15/16,SCL,2,95,8,Strongylocentrotus purpuratus,56
Carpinteria,8/15/16,SCL,2,95,8,Strongylocentrotus purpuratus,55
Carpinteria,8/15/16,SCL,2,95,9,Tegula sp. 2,19
Carpinteria,8/15/16,SCL,2,95,9,Strongylocentrotus franciscanus,59
Carpinteria,8/15/16,SCL,2,95,9,Megastrea.undosa,50
Carpinteria,8/15/16,SCL,2,95,10,Strongylocentrotus purpuratus,46
Carpinteria,8/15/16,SCL,2,95,10,Strongylocentrotus purpuratus,37
Carpinteria,8/15/16,SCL,2,95,10,Strongylocentrotus purpuratus,52
Carpinteria,8/15/16,SCL,2,95,10,Tegula sp. 2,17
Carpinteria,8/15/16,SCL,2,95,11,allgrazers,0
Carpinteria,8/15/16,SCL,2,95,12,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,2,95,12,Strongylocentrotus purpuratus,53
Carpinteria,8/15/16,SCL,2,95,12,Strongylocentrotus purpuratus,47
Carpinteria,8/15/16,SCL,2,95,12,Strongylocentrotus purpuratus,46
Carpinteria,8/15/16,SCL,2,95,12,Strongylocentrotus franciscanus,62
Carpinteria,8/15/16,SCL,2,95,13,Strongylocentrotus purpuratus,50
Carpinteria,8/15/16,SCL,2,95,13,Megastrea.undosa,37
Carpinteria,8/15/16,SCL,2,95,13,Megastrea.undosa,49
Carpinteria,8/15/16,SCL,2,95,14,Tegula sp. 2,18
Carpinteria,8/15/16,SCL,2,95,14,Tegula sp. 2,17
Carpinteria,8/15/16,SCL,2,95,14,Megastrea.undosa,45
Carpinteria,8/15/16,SCL,2,95,14,Strongylocentrotus franciscanus,49
Carpinteria,8/15/16,SCL,2,95,14,Strongylocentrotus purpuratus,34
Carpinteria,8/15/16,SCL,2,95,14,Strongylocentrotus purpuratus,41
Carpinteria,8/15/16,SCL,2,95,15,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,2,95,15,Strongylocentrotus purpuratus,49
Carpinteria,8/15/16,SCL,2,95,15,Strongylocentrotus purpuratus,34
Carpinteria,8/15/16,SCL,2,95,15,Strongylocentrotus purpuratus,45
Carpinteria,8/15/16,SCL,2,95,15,Strongylocentrotus purpuratus,51
Naples,8/17/16,SCL,1,130,1,Calliostoma.ligatum,11
Naples,8/17/16,SCL,1,130,2,Megastrea.undosa,25
Naples,8/17/16,SCL,1,130,2,Megastrea.undosa,22
Naples,8/17/16,SCL,1,130,3,Megastrea.undosa,29
Naples,8/17/16,SCL,1,130,3,Calliostoma.ligatum,37
Naples,8/17/16,SCL,1,130,3,Calliostoma.ligatum,26
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,31
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,27
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,34
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,39
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,44
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus purpuratus,33
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus franciscanus,32
Naples,8/17/16,SCL,1,130,4,Strongylocentrotus franciscanus,49
Naples,8/17/16,SCL,1,130,5,allgrazers,0
Naples,8/17/16,SCL,1,130,6,Strongylocentrotus purpuratus,13
Naples,8/17/16,SCL,1,130,7,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,1,130,8,allgrazers,0
Naples,8/17/16,SCL,1,130,9,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,1,130,10,Strongylocentrotus purpuratus,47
Naples,8/17/16,SCL,1,130,10,Strongylocentrotus purpuratus,48
Naples,8/17/16,SCL,1,130,11,Strongylocentrotus purpuratus,37
Naples,8/17/16,SCL,1,130,12,Strongylocentrotus purpuratus,39
Naples,8/17/16,SCL,1,130,11,allgrazers,0
Naples,8/17/16,SCL,1,130,12,Strongylocentrotus purpuratus,37
Naples,8/17/16,SCL,1,130,13,Strongylocentrotus purpuratus,45
Naples,8/17/16,SCL,1,130,14,Strongylocentrotus purpuratus,38
Naples,8/17/16,SCL,1,130,15,Strongylocentrotus purpuratus,51
Naples,8/17/16,SCL,1,130,16,Strongylocentrotus purpuratus,36
Naples,8/17/16,SCL,1,130,13,Tegula sp. 2,14
Naples,8/17/16,SCL,1,130,14,Tegula sp. 2,19
Naples,8/17/16,SCL,1,130,14,Strongylocentrotus purpuratus,41
Naples,8/17/16,SCL,1,130,14,Tegula sp. 2,14
Naples,8/17/16,SCL,1,130,14,Megastrea.undosa,37
Naples,8/17/16,SCL,1,130,14,Calliostoma.ligatum,31
Naples,8/17/16,SCL,1,130,15,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,1,130,15,Strongylocentrotus purpuratus,27
Naples,8/17/16,SCL,1,130,15,Megastrea.undosa,93
Naples,8/17/16,SCL,2,70,1,allgrazers,0
Naples,8/17/16,SCL,2,70,2,Tegula sp. 2,17
Naples,8/17/16,SCL,2,70,3,Strongylocentrotus purpuratus,13
Naples,8/17/16,SCL,2,70,3,Strongylocentrotus purpuratus,28
Naples,8/17/16,SCL,2,70,3,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,2,70,4,Tegula sp. 2,18
Naples,8/17/16,SCL,2,70,4,Calliostoma.ligatum,17
Naples,8/17/16,SCL,2,70,4,Megastrea.undosa,38
Naples,8/17/16,SCL,2,70,5,Calliostoma.ligatum,18
Naples,8/17/16,SCL,2,70,6,allgrazers,0
Naples,8/17/16,SCL,2,70,7,Megastrea.undosa,27
Naples,8/17/16,SCL,2,70,7,Strongylocentrotus purpuratus,45
Naples,8/17/16,SCL,2,70,7,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,2,70,7,Strongylocentrotus purpuratus,46
Naples,8/17/16,SCL,2,70,8,allgrazers,0
Naples,8/17/16,SCL,2,70,9,Strongylocentrotus franciscanus,50
Naples,8/17/16,SCL,2,70,9,Strongylocentrotus purpuratus,45
Naples,8/17/16,SCL,2,70,9,Strongylocentrotus purpuratus,46
Naples,8/17/16,SCL,2,70,9,Strongylocentrotus purpuratus,35
Naples,8/17/16,SCL,2,70,9,Strongylocentrotus purpuratus,46
Naples,8/17/16,SCL,2,70,10,Tegula sp. 2,18
Naples,8/17/16,SCL,2,70,10,Tegula sp. 2,17
Naples,8/17/16,SCL,2,70,10,Megastrea.undosa,40
Naples,8/17/16,SCL,2,70,10,Strongylocentrotus purpuratus,41
Naples,8/17/16,SCL,2,70,11,Calliostoma.ligatum,16
Naples,8/17/16,SCL,2,70,11,Strongylocentrotus purpuratus,34
Naples,8/17/16,SCL,2,70,11,Strongylocentrotus purpuratus,48
Naples,8/17/16,SCL,2,70,11,Strongylocentrotus purpuratus,49
Naples,8/17/16,SCL,2,70,11,Strongylocentrotus purpuratus,48
Naples,8/17/16,SCL,2,70,12,allgrazers,0
Naples,8/17/16,SCL,2,70,13,Strongylocentrotus purpuratus,34
Naples,8/17/16,SCL,2,70,14,Tegula sp. 2,15
Naples,8/17/16,SCL,2,70,14,Strongylocentrotus franciscanus,45
